IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.												
To be completed by wet lab team member												Experiment Index (DO NOT CHANGE)
Sample Index (from MSTS)	sample ID (from MSTS)	Team member intials	Date experiment started	Date experiment completed	Experiment type	Protocol used	Reference to notebook and page number	Passed pre-sequencing QC? (see SOP; if not, please explain in notes)	Sequencing library generated? (enter in mSeqTS)	Library ID (if library generated)	Notes	
SAMP-145	GM19240_Snap5%DMSO	AVD	9/14/2017	9/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p28-31	Yes	Yes	AVD_15	LCL freezing conditions test	EXP-151
SAMP-152	GM19240_Slow10%DMSO	AVD	9/14/2017	9/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p28-31	Yes	Yes	AVD_16	LCL freezing conditions test	EXP-152
SAMP-159	GM19240_Snap10%DMSO	AVD	9/14/2017	9/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p28-31	Yes	Yes	AVD_17	LCL freezing conditions test	EXP-153
SAMP-47	AN09292_rep1	AVD	9/26/2017	10/2/2017	ATAC-seq	ATAC-seq_tissues	nb1_p32-37	Yes	Yes	AVD_18	Gaulton hippocampus trial ATAC rep1	EXP-154
SAMP-47	AN09292_rep2	AVD	9/26/2017	10/2/2017	ATAC-seq	ATAC-seq_tissues	nb1_p32-37	Yes	Yes	AVD_19	Gaulton hippocampus trial ATAC rep2	EXP-155
SAMP-47	AN09292_rep3	AVD	9/26/2017	10/2/2017	ATAC-seq	ATAC-seq_tissues	nb1_p32-37	Yes	Yes	AVD_20	Gaulton hippocampus trial ATAC rep3	EXP-156
SAMP-47	AN09292_rep4	AVD	9/26/2017	10/2/2017	ATAC-seq	ATAC-seq_tissues	nb1_p32-37	Yes	Yes	AVD_21	Gaulton hippocampus trial ATAC rep4	EXP-157
SAMP-54	NesCre-GFP(-) Head	AVD	9/26/2017	10/2/2017	ATAC-seq	ATAC-seq_tissues	nb1_p32-37	Yes	Yes	AVD_22	Jax trial ATAC	EXP-158
SAMP-56	NesCre-GFP(-) Trunk	AVD	9/26/2017	10/2/2017	ATAC-seq	ATAC-seq_tissues	nb1_p32-37	Yes	Yes	AVD_23	Jax trial ATAC	EXP-159
SAMP-256	1-CCO19-MC-48h-Ctrl-1_1	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_24	Karin lab ATAC	EXP-160
SAMP-257	2-CCO19-MC-48h-Ctrl-2_2	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_25	Karin lab ATAC	EXP-161
SAMP-258	3-CCO19-MC-48h-2uM-Ox-1_3	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_26	Karin lab ATAC	EXP-162
SAMP-259	4-CCO19-MC-48h-2uM-Ox-2_4	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_27	Karin lab ATAC	EXP-163
SAMP-260	5-CCO19-MC-48h-2uM-Cis-1_5	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_28	Karin lab ATAC	EXP-164
SAMP-261	6-CCO19-MC-48h-2uM-Cis-2_6	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_29	Karin lab ATAC	EXP-165
SAMP-268	7-CCO19-MC-48h-1000pg-IFNg-1_7	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_30	Karin lab ATAC	EXP-166
SAMP-269	8-COO19-MC-48h-1000pg-IFNg-2_8	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_31	Karin lab ATAC	EXP-167
SAMP-270	9-COO19-MC-48h-1000pg-IFNg-2uM-Ox-1_9	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_32	Karin lab ATAC	EXP-168
SAMP-271	10-COO19-MC-48h-1000pg-IFNg-2uM-OX-2_10	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_33	Karin lab ATAC	EXP-169
SAMP-146	Karin ctrl - GM19240_Slow5% DMSO	AVD	11/3/2017	11/3/2017	ATAC-seq	ATAC-seq_cells	nb1_p48-52	Yes	Yes	AVD_34	Karin lab ATAC	EXP-170
SAMP-194	MCCT-051.1	JYH	11/3/2017	11/6/2017	ATAC-seq	ATAC-seq_tissues	nb1_p127	Yes	No	XW_27	Cohen	EXP-171
SAMP-195	MCCT-051.2	JYH	11/3/2017	11/6/2017	ATAC-seq	ATAC-seq_tissues	nb1_p127	Yes	No	XW_28	Cohen	EXP-172
SAMP-197	MCCT-051.4	JYH	11/3/2017	11/6/2017	ATAC-seq	ATAC-seq_tissues	nb1_p127	Yes	No	XW_29	Cohen	EXP-173
SAMP-159	GM19240	JYH	11/3/2017	11/6/2017	ATAC-seq	ATAC-seq_cells	nb1_p127	Yes	No	NA	Tagmentation Volume 30 ul	EXP-174
SAMP-204	FX15.6 HCC	JYH	11/3/2017	11/6/2017	ATAC-seq	ATAC-seq_tissues	nb1_p127	Yes	No	NA	without filter	EXP-175
SAMP-204	FX15.6 HCC	JYH	11/3/2017	11/6/2017	ATAC-seq	ATAC-seq_tissues	nb1_p127	Yes	Yes	JYH_161	with filter	EXP-176
SAMP-205	FX004.1.0SLOW	JYH	11/3/2017	11/6/2017	ATAC-seq	ATAC-seq_tissues	nb1_p127	Yes	Yes	JYH_162	with filter	EXP-177
SAMP-211	HCT-1299	JYH	11/3/2017	11/6/2017	ATAC-seq	ATAC-seq_cells	nb1_p127	Yes	Yes	JYH_163	2nd fizer	EXP-178
SAMP-159	GM19240	JYH	11/3/2017	11/6/2017	ATAC-seq	ATAC-seq_cells	nb1_p127	Yes	Yes	JYH_164	Tagmentation Volume 20 ul	EXP-179
SAMP-208	387 NT (control cells)	AVD	10/30/2017	10/31/2017	ATAC-seq	ATAC-seq_cells	nb1_p40-42	Yes	Yes	AVD_35	Rich lab ATAC1	EXP-180
SAMP-209	387 sh-alkbh1 #4 - KD cells	AVD	10/30/2017	10/31/2017	ATAC-seq	ATAC-seq_cells	nb1_p40-42	Yes	Yes	AVD_36	Rich lab ATAC2	EXP-181
SAMP-210	388 sh-alkbh1 #6 - KD cells	AVD	10/30/2017	10/31/2017	ATAC-seq	ATAC-seq_cells	nb1_p40-42	Yes	Yes	AVD_37	Rich lab ATAC3	EXP-182
SAMP-127	GM19240_Slow5% DMSO	AVD	10/30/2017	10/31/2017	ATAC-seq	ATAC-seq_cells	nb1_p40-42	Yes	Yes	AVD_38	Rich lab ATACctrl	EXP-183
SAMP-216	5-8-1_DPBS_101217	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_42	Gage lab ATAC1	EXP-184
SAMP-217	4-2-1_DPBS_101217	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_43	Gage lab ATAC2	EXP-185
SAMP-218	JEA16-1_DPBS_101217	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_44	Gage lab ATAC3	EXP-186
SAMP-219	CHE6-1_DPBS_101217	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_45	Gage lab ATAC4	EXP-187
SAMP-220	PET3-2_DPBS_101217	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_46	Gage lab ATAC5	EXP-188
SAMP-221	5-8-1_IL1b_101217	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_47	Gage lab ATAC6	EXP-189
SAMP-222	4-2-1_IL1b_101217	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_48	Gage lab ATAC7	EXP-190
SAMP-223	JEA16-1_IL1b_101217	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_49	Gage lab ATAC8	EXP-191
SAMP-224	CHE6-1_IL1b_101217	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_50	Gage lab ATAC9	EXP-192
SAMP-225	PET3-2__IL1b_101217	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_51	Gage lab ATAC10	EXP-193
SAMP-128	GM19240_Slow5% DMSO	AVD	11/13/2017	11/14/2017	ATAC-seq	ATAC-seq_cells	nb1_p53-57	Yes	Yes	AVD_52	Gage lab ATACctrl	EXP-194
SAMP-76	GBM5.3	XW	8/7/2017	8/8/2017	scATAC-seq	scATAC-seq for tissue	nb1_p11	Yes				EXP-195
SAMP-75	GBM5.2	XW	8/31/2017	9/11/2017	scATAC-seq	scATAC-seq for tissue	nb1_p14-15	Yes	Yes	XW_4		EXP-196
SAMP-69	GBM4.1	XW	9/15/2017	9/18/2017	scRNA-seq	scRNA-seq for tissue	nb1_p16	Yes	Yes	XW8		EXP-197
SAMP-70	GBM4.2	XW	9/15/2017	9/18/2017	scRNA-seq	scRNA-seq for tissue	nb1_p16	No	Other (please explain in notes)	NA	clumps, very few nuclei, therfore no library	EXP-198
SAMP-71	GBM4.3	XW	9/1/2017	9/7/2017	scRNA-seq	scRNA-seq for tissue	nb1_p14-15	Yes	Yes	XW9		EXP-199
SAMP-72	GBM4.4	XW	9/1/2017	9/7/2017	scRNA-seq	scRNA-seq for tissue	nb1_p14-15	Yes	Yes	XW10		EXP-200
SAMP-73	GBM4.5	XW	9/15/2017	9/18/2017	scRNA-seq	scRNA-seq for tissue	nb1_p16	Yes	Yes	XW11		EXP-201
SAMP-376	Mouse Brain Nuclei Sucrose	XW		9/11/2017	scATAC-seq	scATAC-seq for tissue	nb1_p17	Yes	Yes	XW1		EXP-202
SAMP-377	Human Brain Nuclei Sucrose	XW	9/22/2017	9/25/2017	scATAC-seq	scATAC-seq for tissue	nb1_p17	Yes	Yes	XW3		EXP-203
SAMP-67	Human Islets	XW		9/11/2017	scATAC-seq	scATAC-seq for tissue	nb1_p17	Yes	Yes	XW2		EXP-204
SAMP-61	GBM1.3	XW	9/19/2017	9/20/2017	scRNA-seq	scRNA-seq for tissue	nb1_p17	Yes	Yes	XW5		EXP-205
SAMP-62	GBM1.4	XW	9/19/2017	9/20/2017	scRNA-seq	scRNA-seq for tissue	nb1_p17	Yes	Yes	XW6		EXP-206
SAMP-63	GBM1.5	XW	9/19/2017	9/20/2017	scRNA-seq	scRNA-seq for tissue	nb1_p17	Yes	Yes	XW7		EXP-207
SAMP-104	GBM10.16	JYH	10/16/2017	10/16/2017	scRNA-seq	scRNA-seq for tissue	nb1_p117	Yes	Yes	XW12		EXP-208
SAMP-92	GBM10.4	JYH	10/16/2017	10/16/2017	scRNA-seq	scRNA-seq for tissue	nb1_p117	Yes	Yes	XW13		EXP-209
SAMP-74	GBM5.1	XW	10/19/2017	10/20/2017	scRNA-seq	scRNA-seq for tissue	nb1_p23	Yes	Yes	XW14		EXP-210
SAMP-75	GBM5.2	XW	10/19/2017	10/20/2017	scRNA-seq	scRNA-seq for tissue	nb1_p23	Yes	Yes	XW15		EXP-211
SAMP-76	GBM5.3	XW	10/19/2017	10/20/2017	scRNA-seq	scRNA-seq for tissue	nb1_p23	Yes	Yes	XW16		EXP-212
SAMP-77	GBM5.4	XW	10/19/2017	10/20/2017	scRNA-seq	scRNA-seq for tissue	nb1_p23	Yes	Yes	XW17		EXP-213
SAMP-194	MCCT-051.1_1	XW	11/6/2017	11/7/2017	scRNA-seq	scRNA-seq for tissue	nb1_p25	Yes	Yes	XW18		EXP-214
SAMP-194	MCCT-051.1_2	XW	11/6/2017	11/7/2017	scRNA-seq	scRNA-seq for tissue	nb1_p25	Yes	Yes	XW19		EXP-215
SAMP-195	MCCT-051.2	XW	11/6/2017	11/7/2017	scRNA-seq	scRNA-seq for tissue	nb1_p25	Yes	Yes	XW20		EXP-216
SAMP-197	MCCT-051.4_1	XW	11/6/2017	11/7/2017	scRNA-seq	scRNA-seq for tissue	nb1_p25	Yes	Yes	XW21		EXP-217
SAMP-197	MCCT-051.4_2	XW	11/6/2017	11/7/2017	scRNA-seq	scRNA-seq for tissue	nb1_p25	Yes	Yes	XW22		EXP-218
SAMP-344 & 345	A_#001 & B_#001_1	XW	11/8/2017	11/13/2017	scRNA-seq	scRNA-seq for tissue	nb1_p26-27	Yes	Yes	XW23		EXP-219
SAMP-344 & 345	A_#001 & B_#001_2	XW	11/8/2017	11/13/2017	scRNA-seq	scRNA-seq for tissue	nb1_p26-27	Yes	Yes	XW24		EXP-220
SAMP-352 & 353	A_#002 & B_#002_1	XW	11/8/2017	11/13/2017	scRNA-seq	scRNA-seq for tissue	nb1_p26-27	Yes	Yes	XW25		EXP-221
SAMP-352 & 353	A_#002 & B_#002_2	XW	11/8/2017	11/13/2017	scRNA-seq	scRNA-seq for tissue	nb1_p26-27	Yes	Yes	XW26		EXP-222
SAMP-90	GBM10.2	XW	7/29/2017	8/1/2017	scATAC-seq	scATAC-seq for tissue	nb1_p9-10	Yes	Yes	JYH_87		EXP-223
SAMP-102	GBM10.14	XW	7/31/2017	8/1/2017	scATAC-seq	scATAC-seq for tissue	nb1_p9-10	Yes	Yes	JYH_88		EXP-224
SAMP-194	MCCT-051.1	XW	11/6/2017	11/7/2017	ATAC-seq	ATAC-seq_tissues	nb1_p25	Yes	Yes	XW27		EXP-225
SAMP-195	MCCT-051.2	XW	11/6/2017	11/7/2017	ATAC-seq	ATAC-seq_tissues	nb1_p25	Yes	Yes	XW28		EXP-226
SAMP-197	MCCT-051.4	XW	11/6/2017	11/7/2017	ATAC-seq	ATAC-seq_tissues	nb1_p25	Yes	Yes	XW29		EXP-227
SAMP-344	A_#001 & B_#001	XW	11/8/2017	11/13/2017	ATAC-seq	ATAC-seq_tissues	nb1_p26-27	Yes	Yes	XW_30		EXP-228
SAMP-345	A_#002 & B_#002	XW	11/8/2017	11/13/2017	ATAC-seq	ATAC-seq_tissues	nb1_p26-27	Yes	Yes	XW_31		EXP-229
SAMP-391	Mouse Cortex MniBrain Test	XW	11/14/2017	11/14/2017	ATAC-seq	ATAC-seq_tissues	nb1_p27-28	Yes	Yes	XW_32		EXP-230
SAMP-125	R237	JYH	11/22/2017	11/22/2017	scATAC-seq	scATAC-seq for tissue	nb1_p135	Yes	Yes	JYH_165	Flash Frozen 3M	EXP-231
SAMP-45	AN02646	JYH	11/17/2017	11/17/2017	scATAC-seq	scATAC-seq for tissue	nb1_p134	Yes	Yes	JYH_166	hippo	EXP-232
SAMP-212	MCCT-40.17	JYH	10/16/2017	10/16/2017	scRNA-seq	scRNA-seq for tissue	nb1_p117	Yes	Yes	JYH_167	New Califano	EXP-233
SAMP-213	MCCT-40.20	JYH	10/16/2017	10/16/2017	scRNA-seq	scRNA-seq for tissue	nb1_p117	Yes	Yes	JYH_168	New Califano	EXP-234
SAMP-214	MCCT-40.18	JYH	10/16/2017	10/16/2017	scRNA-seq	scRNA-seq for tissue	nb1_p117	Yes	Yes	JYH_169	New Califano	EXP-235
SAMP-215	MCCT-40.19	JYH	10/16/2017	10/16/2017	scRNA-seq	scRNA-seq for tissue	nb1_p117	Yes	Yes	JYH_170	New Califano	EXP-236
SAMP-16	2016-1456A2	JYH	8/24/2017	8/24/2017	scRNA-seq	scRNA-seq for tissue	nb1_p95	Yes	Yes	JYH_171	0.5% Tween-20	EXP-237
SAMP-16	2016-1456A2	JYH	8/24/2017	8/24/2017	scRNA-seq	scRNA-seq for tissue	nb1_p95	Yes	Yes	JYH_178	0.1% NP-40	EXP-238
SAMP-16	2016-1456A2	JYH	8/24/2017	8/24/2017	scRNA-seq	scRNA-seq for tissue	nb1_p95	Yes	Yes	JYH_179	0.1% Triton-X	EXP-239
SAMP-16	2016-1456A2	JYH	8/24/2017	8/24/2017	scRNA-seq	scRNA-seq for tissue	nb1_p95	Yes	Yes	JYH_180	0.2% Triton-X	EXP-240
SAMP-16	2016-1456A2	JYH	8/24/2017	8/24/2017	scRNA-seq	scRNA-seq for tissue	nb1_p95	Yes	Yes	JYH_181	0.01% Digitonin	EXP-241
SAMP-192	GBM - BC091t	AVD	9/26/17	9/26/17	ATAC-seq	ATAC-seq_tissues	nb1_p32-37	Yes	Yes	AVD_39	GBM ATAC1	EXP-242
SAMP-193	GBM - BC151t	AVD	9/26/17	9/26/17	ATAC-seq	ATAC-seq_tissues	nb1_p32-37	Yes	Yes	AVD_40	GBM ATAC1	EXP-243
SAMP-176	GBM - BC003t	AVD	11/30/17	11/30/17	ATAC-seq	ATAC-seq_tissues	nb1_p44-47	Yes	Yes	AVD_53	GBM ATAC2	EXP-244
SAMP-177	GBM - BC023t	AVD	11/30/17	11/30/17	ATAC-seq	ATAC-seq_tissues	nb1_p44-47	Yes	Yes	AVD_54	GBM ATAC2	EXP-245
SAMP-178	GBM - BC034t	AVD	11/30/17	11/30/17	ATAC-seq	ATAC-seq_tissues	nb1_p44-47	Yes	Yes	AVD_55	GBM ATAC2	EXP-246
SAMP-179	GBM - BC039t	AVD	11/30/17	11/30/17	ATAC-seq	ATAC-seq_tissues	nb1_p44-47	Yes	Yes	AVD_56	GBM ATAC2	EXP-247
SAMP-180	GBM - BC043t	AVD	11/30/17	11/30/17	ATAC-seq	ATAC-seq_tissues	nb1_p44-47	Yes	Yes	AVD_57	GBM ATAC2	EXP-248
SAMP-181	GBM - BC044t	AVD	11/30/17	11/30/17	ATAC-seq	ATAC-seq_tissues	nb1_p44-47	Yes	Yes	AVD_58	GBM ATAC2	EXP-249
SAMP-182	GBM - BC048t	AVD	12/3/17	12/3/17	ATAC-seq	ATAC-seq_tissues	nb1_p58-63	Yes	Yes	AVD_59	GBM ATAC3	EXP-250
SAMP-183	GBM - BC051t	AVD	12/3/17	12/3/17	ATAC-seq	ATAC-seq_tissues	nb1_p58-63	Yes	Yes	AVD_60	GBM ATAC3	EXP-251
SAMP-184	GBM - BC067t	AVD	12/3/17	12/3/17	ATAC-seq	ATAC-seq_tissues	nb1_p58-63	Yes	Yes	AVD_61	GBM ATAC3	EXP-252
SAMP-185	GBM - BC068t	AVD	12/3/17	12/3/17	ATAC-seq	ATAC-seq_tissues	nb1_p58-63	Yes	Yes	AVD_62	GBM ATAC3	EXP-253
SAMP-186	GBM - BC072t	AVD	12/3/17	12/3/17	ATAC-seq	ATAC-seq_tissues	nb1_p58-63	Yes	Yes	AVD_63	GBM ATAC3	EXP-254
SAMP-187	GBM - BC078t	AVD	12/3/17	12/3/17	ATAC-seq	ATAC-seq_tissues	nb1_p58-63	Yes	Yes	AVD_64	GBM ATAC3	EXP-255
SAMP-188	GBM - BC081t	AVD	12/3/17	12/3/17	ATAC-seq	ATAC-seq_tissues	nb1_p58-63	Yes	Yes	AVD_65	GBM ATAC3	EXP-256
SAMP-189	GBM - BC083t	AVD	12/3/17	12/3/17	ATAC-seq	ATAC-seq_tissues	nb1_p58-63	Yes	Yes	AVD_66	GBM ATAC3	EXP-257
SAMP-190	GBM - BC085t	AVD	12/3/17	12/3/17	ATAC-seq	ATAC-seq_tissues	nb1_p58-63	Yes	Yes	AVD_67	GBM ATAC3	EXP-258
SAMP-191	GBM - BC088t	AVD	12/3/17	12/3/17	ATAC-seq	ATAC-seq_tissues	nb1_p58-63	Yes	Yes	AVD_68	GBM ATAC3	EXP-259
SAMP-276	8_HS 	JYH	12/7/2017	12/7/2017	ATAC-seq	ATAC-seq_tissues	nb1_p137	Yes	Yes	JYH_182	Telese	EXP-260
SAMP-279	11_HS 	JYH	12/7/2017	12/7/2017	ATAC-seq	ATAC-seq_tissues	nb1_p137	Yes	Yes	JYH_183	Telese	EXP-261
SAMP-279	11_HS_filter	JYH	12/7/2017	12/7/2017	ATAC-seq	ATAC-seq_tissues	nb1_p137	Yes	Yes	JYH_184	Telese	EXP-262
SAMP-279	11_MACS	JYH	12/7/2017	12/7/2017	ATAC-seq	ATAC-seq_tissues	nb1_p137	Yes	Yes	JYH_185	Telese	EXP-263
SAMP-279	11_Pastle	JYH	12/7/2017	12/7/2017	ATAC-seq	ATAC-seq_tissues	nb1_p137	Yes	Yes	JYH_186	Telese	EXP-264
SAMP-279	11_Pastle_filter	JYH	12/7/2017	12/7/2017	ATAC-seq	ATAC-seq_tissues	nb1_p137	Yes	Yes	JYH_187	Telese	EXP-265
SAMP-126	GM_SNAP10_swing	JYH	12/7/2017	12/7/2017	ATAC-seq	ATAC-seq_cells	nb1_p137	Yes	Yes	JYH_188	Telese	EXP-266
SAMP-126	GM_SNAP10_fixed	JYH	12/7/2017	12/7/2017	ATAC-seq	ATAC-seq_cells	nb1_p137	Yes	Yes	JYH_189	Telese	EXP-267
SAMP-126	GM19240	RMM	11/9/2017	11/13/2017	ATAC-seq	ATAC-seq_cells	nb1_p21	Yes	Yes	RMM_1	5% DMSO slow (Control)	EXP-268
Other	LS_1	RMM	11/9/2017	11/13/2017	ATAC-seq	ATAC-seq_tissues	nb1_p21	Yes	Yes	RMM_2	Liver Tissue Acquired from AVD	EXP-269
Other	LS_2	RMM	11/9/2017	11/13/2017	ATAC-seq	ATAC-seq_tissues	nb1_p21	Yes	Yes	RMM_3	Liver Tissue Acquired from AVD	EXP-270
Other	LS_3	RMM	11/9/2017	11/13/2017	ATAC-seq	ATAC-seq_tissues	nb1_p21	Yes	Yes	RMM_4	Liver Tissue Acquired from AVD	EXP-271
Other	LS_4	RMM	11/9/2017	11/13/2017	ATAC-seq	ATAC-seq_tissues	nb1_p21	Yes	Yes	RMM_5	Liver Tissue Acquired from AVD	EXP-272
Other	LS_5	RMM	11/9/2017	11/13/2017	ATAC-seq	ATAC-seq_tissues	nb1_p21	Yes	Yes	RMM_6	Liver Tissue Acquired from AVD	EXP-273
SAMP-127	GM19240	RMM	11/15/2017	11/15/2017	ATAC-seq	ATAC-seq_Cells	nb1_p25	Yes	Yes	RMM_7	5% DMSO Slow (Control)	EXP-274
Other	K_562_1	RMM	11/15/2017	11/15/2017	ATAC-seq	ATAC-seq_Cells	nb1_p25	Yes	Yes	RMM_8	K_562 Cells Acquired from AVD	EXP-275
Other	K_562_2	RMM	11/15/2017	11/15/2017	ATAC-seq	ATAC-seq_Cells	nb1_p25	Yes	Yes	RMM_9	K_562 Cells Acquired from AVD	EXP-276
Other	K_562_3	RMM	11/15/2017	11/15/2017	ATAC-seq	ATAC-seq_Cells	nb1_p25	Yes	Yes	RMM_10	K_562 Cells Acquired from AVD	EXP-277
Other	K_562_4	RMM	11/15/2017	11/15/2017	ATAC-seq	ATAC-seq_Cells	nb1_p25	Yes	Yes	RMM_11	K_562 Cells Acquired from AVD	EXP-278
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW33		EXP-279
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW34		EXP-280
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW35		EXP-281
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW36		EXP-282
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW37		EXP-283
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW38		EXP-284
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW39		EXP-285
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW40		EXP-286
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW41		EXP-287
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW42		EXP-288
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW43		EXP-289
SAMP-403	CD11b_CD45_GBM1_IDH_WT	XW	11/28/2017	11/29/2017	scRNA-seq	scRNA-seq for cells	nb1_p36	Yes	Yes	XW44		EXP-290
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_190		EXP-291
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_191		EXP-292
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_192		EXP-293
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_193		EXP-294
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_194		EXP-295
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_195		EXP-296
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_196		EXP-297
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_197		EXP-298
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_198		EXP-299
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_199		EXP-300
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_200		EXP-301
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	JYH	12/14/2017	12/21/2017	scRNA-seq	scRNA-seq for cells	nb1_p141	Yes	Yes	JYH_201		EXP-302
