IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.												
To be completed by wet lab team member												Experiment Index (DO NOT CHANGE)
Sample Index (from MSTS)	sample ID (from MSTS)	Team member intials	Date experiment started	Date experiment completed	Experiment type	Protocol used	Reference to notebook and page number	Passed pre-sequencing QC? (see SOP; if not, please explain in notes)	Sequencing library generated? (enter in mSeqTS)	Library ID (if library generated)	Notes	
SAMP-498	NA0007890555	XH	3/7/2018	3/8/2018	scRNA-seq	sc_RNA seq nuclei	nb1_pg50-51	Yes	Yes	XH_9	MACS	EXP-464
SAMP-499	NA0007890324	XH	3/7/2018	3/8/2018	scRNA-seq	sc_RNA seq nuclei	nb1_pg50-51	Yes	Yes	XH_10	MACS	EXP-465
SAMP-500	NA0007888958	XH	3/7/2018	3/8/2018	scRNA-seq	sc_RNA seq nuclei	nb1_pg50-51	Yes	Yes	XH_11	MACS	EXP-466
SAMP-501	NA0007888648	XH	3/7/2018	3/8/2018	scRNA-seq	sc_RNA seq nuclei	nb1_pg50-51	Yes	Yes	XH_12	MACS	EXP-467
SAMP-502	NA0007890553	XH	3/7/2018	3/8/2018	scRNA-seq	sc_RNA seq nuclei	nb1_pg50-51	Yes	Yes	XH_13	MACS fail sorting out	EXP-468
SAMP-503	NA0007887207	XH	3/7/2018	3/8/2018	scRNA-seq	sc_RNA seq nuclei	nb1_pg50-51	Yes	Yes	XH_14	MACS fail sorting out	EXP-469
SAMP-504	CEMBA180109_3F	XW	01/09/2018	1/12/2018	scATAC-seq	scATAC-seq for tissue	nb1_p50-51	Yes	Yes	XW_52		EXP-470
SAMP-505	CEMBA180110_4E	XW	01/10/2018	1/12/2018	scATAC-seq	scATAC-seq for tissue	nb1_p51	Yes	Yes	XW_53		EXP-471
SAMP-506	CEMBA180111_4E	XW	01/11/2018	1/12/2018	scATAC-seq	scATAC-seq for tissue	nb1_p51	Yes	Yes	XW_54		EXP-472
SAMP-508	CEMBA180118_1B	XW	01/18/2018	1/24/2018	scATAC-seq	scATAC-seq for tissue	nb1_p54,56	Yes	Yes	XW_67		EXP-473
SAMP-509	CEMBA180119_1B	XW	01/19/2018	1/24/2018	scATAC-seq	scATAC-seq for tissue	nb1_p54,56	Yes	Yes	XW_68		EXP-474
SAMP-510	CEMBA180122_2A	XW	01/22/2018	1/23/2018	scATAC-seq	scATAC-seq for tissue	nb1_p54,65	Yes	Yes	XW_69		EXP-475
SAMP-511	CEMBA180123_2A	XW	01/23/2018	1/23/2018	scATAC-seq	scATAC-seq for tissue	nb1_p55,65	Yes	Yes	XW_70		EXP-476
SAMP-512	CEMBA180129_3A	XW	01/29/2018	02/02/2018	scATAC-seq	scATAC-seq for tissue	nb1_p57	Yes	Yes	XW_55		EXP-477
SAMP-513	CEMBA180130_3A	XW	01/30/2018	02/02/2018	scATAC-seq	scATAC-seq for tissue	nb1_p58	Yes	Yes	XW_56		EXP-478
SAMP-514	CEMBA180205_4A	XW	02/05/2018	2/9/2018	scATAC-seq	scATAC-seq for tissue	nb1_p59	Yes	Yes	XW_57		EXP-479
SAMP-515	CEMBA180206_4A	XW	02/06/2018	2/9/2018	scATAC-seq	scATAC-seq for tissue	nb1_p59	Yes	Yes	XW_58		EXP-480
SAMP-516	CEMBA180212_1C	XW	02/12/2018	2/14/2018	scATAC-seq	scATAC-seq for tissue	nb1_p60,61	Yes	Yes	XW_60		EXP-481
SAMP-517	CEMBA180213_1B	XW	02/13/2018	2/14/2018	scATAC-seq	scATAC-seq for tissue	nb1_p60,61	Yes	Yes	XW_61		EXP-482
SAMP-518	CEMBA180208_1C	XW	02/08/2018	2/9/2018	scATAC-seq	scATAC-seq for tissue	nb1_p60	Yes	Yes	XW_59		EXP-483
SAMP-519	CEMBA180220_2E	XW	02/20/2018	2/23/2018	scATAC-seq	scATAC-seq for tissue	nb1_p62	Yes	Yes	XW_63		EXP-484
SAMP-520	CEMBA180222_2E	XW	02/22/2018	2/23/2018	scATAC-seq	scATAC-seq for tissue	nb1_p62	Yes	Yes	XW_64		EXP-485
SAMP-521	CEMBA180226_1A	XW	02/26/2018	3/1/2018	scATAC-seq	scATAC-seq for tissue	nb1_p63,64,65,66	Yes	Yes	XW_65		EXP-486
SAMP-522	CEMBA180227_1A	XW	02/27/2018	3/1/2018	scATAC-seq	scATAC-seq for tissue	nb1_p64	Yes	Yes	XW_66		EXP-487
SAMP-523	CEMBA180305_2B	XW	03/05/2018	3/7/3018	scATAC-seq	scATAC-seq for tissue	nb1_p69	Yes	Yes	XW_73		EXP-488
SAMP-524	CEMBA180306_2B	XW	03/06/2018	3/7/3018	scATAC-seq	scATAC-seq for tissue	nb1_p71	Yes	Yes	XW_74		EXP-489
SAMP-525	CEMBA180308_3B	XW	03/08/2018	3/9/2018	scATAC-seq	scATAC-seq for tissue	nb1_p72	Yes	Yes	XH_16		EXP-490
SAMP-526	CEMBA180312_3B	XW	03/12/2018	03/16/2018	scATAC-seq	scATAC-seq for tissue	nb1_p72,74,75	Yes	Yes	XH_17		EXP-491
SAMP-126	GM_SNAP10	JYH	3/2/2018	3/2/2018	ATAC-seq	ATAC-seq_cells	nb1_p178	Yes	Yes	JYH_304	Biomek_9th_1	EXP-493
SAMP-126	GM_SNAP10	JYH	3/2/2018	3/2/2018	ATAC-seq	ATAC-seq_cells	nb1_p178	Yes	Yes	JYH_305	Biomek_9th_2	EXP-494
SAMP-126	GM_SNAP10	JYH	3/2/2018	3/2/2018	ATAC-seq	ATAC-seq_cells	nb1_p178	Yes	Yes	JYH_306	Biomek_9th_3	EXP-495
SAMP-126	GM_SNAP10	JYH	3/2/2018	3/2/2018	ATAC-seq	ATAC-seq_cells	nb1_p178	Yes	Yes	JYH_307	Biomek_9th_4	EXP-496
SAMP-126	GM_SNAP10	JYH	3/2/2018	3/2/2018	ATAC-seq	ATAC-seq_cells	nb1_p178	Yes	Yes	JYH_308	Biomek_9th_5	EXP-497
SAMP-126	GM_SNAP10	JYH	3/2/2018	3/2/2018	ATAC-seq	ATAC-seq_cells	nb1_p178	Yes	Yes	JYH_309	Biomek_9th_6	EXP-498
SAMP-126	GM_SNAP10	JYH	3/2/2018	3/2/2018	ATAC-seq	ATAC-seq_cells	nb1_p178	Yes	Yes	JYH_310	Biomek_9th_7	EXP-499
SAMP-126	GM_SNAP10	JYH	3/2/2018	3/2/2018	ATAC-seq	ATAC-seq_cells	nb1_p178	Yes	Yes	JYH_311	Biomek_9th_8	EXP-500
SAMP-546	Human from Salk (Dounce)	XW	03/15/2018	03/22/2018	scATAC-seq	scATAC-seq for tissue	nb1_p59-p64	yes	Yes	XW_75		EXP-502
Other 	Grind Meth. H1	RM	02/23/2018	3/12/2018	ATAC-seq	ATAC-seq_tissues	nb1_p59-p64	yes	Yes	RMM_22		EXP-503
Other 	Grind Meth. H2	RM	02/23/2018	3/12/2018	ATAC-seq	ATAC-seq_tissues	nb1_p59-p64	yes	Yes	RMM_23		EXP-504
Other 	Grind Meth. C1	RM	02/23/2018	3/12/2018	ATAC-seq	ATAC-seq_tissues	nb1_p59-p64	yes	Yes	RMM_24		EXP-505
Other 	Grind Meth. C2	RM	02/23/2018	3/12/2018	ATAC-seq	ATAC-seq_tissues	nb1_p59-p64	yes	Yes	RMM_25		EXP-506
Other 	Grind Meth. M1	RM	02/23/2018	3/12/2018	ATAC-seq	ATAC-seq_tissues	nb1_p59-p64	yes	Yes	RMM_26		EXP-507
Other 	Grind Meth. M2	RM	02/23/2018	3/12/2018	ATAC-seq	ATAC-seq_tissues	nb1_p59-p64	yes	Yes	RMM_27		EXP-508
NA	Chi_D0_Input Optimization_DF5	AVD	3/1/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_113	Chi ChIP Input Testing	EXP-509
NA	Chi_D0_Input Optimization_DF10	AVD	3/1/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_114	Chi ChIP Input Testing	EXP-510
NA	Chi_D0_Input Optimization_DF15	AVD	3/1/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_115	Chi ChIP Input Testing	EXP-511
NA	Chi_D0_Input Optimization_DF20	AVD	3/1/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_116	Chi ChIP Input Testing	EXP-512
NA	Chi_D0_Input Optimization_DF25	AVD	3/1/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_117	Chi ChIP Input Testing	EXP-513
NA	Chi_D9 CM_Input Optimization_DF5	AVD	3/2/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_118	Chi ChIP Input Testing	EXP-514
NA	Chi_D9 CM_Input Optimization_DF10	AVD	3/2/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_119	Chi ChIP Input Testing	EXP-515
NA	Chi_D9 CM_Input Optimization_DF15	AVD	3/2/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_120	Chi ChIP Input Testing	EXP-516
NA	Chi_D9 CM_Input Optimization_DF20	AVD	3/2/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_121	Chi ChIP Input Testing	EXP-517
NA	Chi_D9 CM_Input Optimization_DF25	AVD	3/2/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_122	Chi ChIP Input Testing	EXP-518
NA	ENCODE tissue QC_27mg	AVD	3/9/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_123	ENCODE Input Test	EXP-519
NA	ENCODE tissue QC_37mg	AVD	3/9/2018	3/15/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_124	ENCODE Input Test	EXP-520
SAMP-560	CEMBA180319_2D	XW	03/19/2018	03/22/2018	scATAC-seq	scATAC-seq for tissue	nb1_p75	Yes	Yes	XW_77		EXP-521
SAMP-561	CEMBA180320_3E	XW	03/20/2018	03/22/2018	scATAC-seq	scATAC-seq for tissue	nb1_p75	Yes	Yes	XW_79		EXP-522
SAMP-528	NesCre-GFP(+) Head	AVD	3/21/2018	03/22/2018	ATAC-seq	*SORT ATAC-seq_tissues	nb1_pg	Yes	Yes	AVD_125	Jax sorting GFP - New samples test 1	EXP-523
SAMP-528	NesCre-GFP(+) Head	AVD	3/21/2018	03/22/2018	ATAC-seq	*SORT ATAC-seq_tissues	nb1_pg	Yes	Yes	AVD_126	Jax sorting GFP - New samples test 1	EXP-524
SAMP-528	NesCre-GFP(+) Head	AVD	3/21/2018	03/22/2018	ATAC-seq	*SORT ATAC-seq_tissues	nb1_pg	Yes	Yes	AVD_127	Jax sorting GFP - New samples test 1	EXP-525
SAMP-529	NesCre-GFP(+) Body	AVD	3/21/2018	03/22/2018	ATAC-seq	*SORT ATAC-seq_tissues	nb1_pg	Yes	Yes	AVD_128	Jax sorting GFP - New samples test 1	EXP-526
SAMP-529	NesCre-GFP(+) Body	AVD	3/21/2018	03/22/2018	ATAC-seq	*SORT ATAC-seq_tissues	nb1_pg	Yes	Yes	AVD_129	Jax sorting GFP - New samples test 1	EXP-527
SAMP-529	NesCre-GFP(+) Body	AVD	3/21/2018	03/22/2018	ATAC-seq	*SORT ATAC-seq_tissues	nb1_pg	Yes	Yes	AVD_130	Jax sorting GFP - New samples test 1	EXP-528
NA	Chi_D3_Input Optimization_DF10	AVD	3/6/2018	03/22/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_131	Chi ChIP Input Testing	EXP-529
NA	Chi_D3_Input Optimization_DF15	AVD	3/6/2018	03/22/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_132	Chi ChIP Input Testing	EXP-530
NA	Chi_D3_Input Optimization_DF20	AVD	3/6/2018	03/22/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_133	Chi ChIP Input Testing	EXP-531
NA	Chi_D3_Input Optimization_DF25	AVD	3/6/2018	03/22/2018	ChIP-seq	Covaris Chromatin Shearing	nb1_pg	Yes	Yes	AVD_134	Chi ChIP Input Testing	EXP-532
SAMP-562	CEMBA180326_3E	XW	3/26/2018	3/28/2018	scATAC-seq	scATAC-seq for tissue	nb1_p78,81	Yes	Yes	XW_80		EXP-533
SAMP-48	AN15506	JYH	2/15/2018	2/15/2018	scATAC-seq	scATAC-seq for tissue	nb1_p171	Yes	Yes	XW_71	Hippocampus	EXP-534
Other 	K_562_1	RM	3/6/2018	3/27/2018	Hi-C Epigen	Epigen Hi-C	nb1_p65-68	yes	yes	RMM_28	Hi-C protocol K_562	EXP-535
Other	Active Motif 12878_1	RM	3/19/2018	3/27/2018	Hi-C Epigen	Epigen Hi-C	nb1_p69-72	yes	yes	RMM_29	Hi-C protocol Active Motif sample 10 million GM12878 (5 million per sample)	EXP-536
Other	Active Motif 12878_2	RM	3/20/2018	3/27/2018	Hi-C Epigen	Epigen Hi-C	nb1_p69-72	yes	yes	RMM_30	Hi-c protocol Active Motif sample 10 million GM12878 (5 million per sample)	EXP-537
Other	Epigen 12878_1	RM	3/21/2018	3/27/2018	Hi-C Epigen	Epigen Hi-C	nb1_p69-72	yes	yes	RMM_31	Hi-C protocol Epigen GM 12878 5 million	EXP-538
Other	Epigen 12878_2	RM	3/22/2018	3/27/2018	Hi-C Epigen	Epigen Hi-C	nb1_p69-72	yes	yes	RMM_32	Hi-C protocol Epigen GM 12878 5 million	EXP-539
SAMP-595	CEMBA180402_4F	XW	4/2/2018	4/6/2018	scATAC-seq	scATAC-seq for tissue	nb1_p82,85	yes	yes	XH_19		EXP-540
SAMP-396	GM12878-Arima-1	RM	4/3/2018	4/6/2018	Hi-C Arima Kit	Arima Hi-C	nb1_p73-77	Yes	Yes	RMM_33		EXP-541
NA	GM12878 Epigen	RM	4/3/2018	4/6/2018	Hi-C Arima Kit	Arima Hi-C	nb1_p73-77	Yes	Yes	RMM_34		EXP-542
Other	Brain3	JYH	3/9/2018	3/9/2018	ATAC-seq	ATAC-seq_tissues	nb1_179	Yes	Yes	JYH_387	Immediate	EXP-543
Other	Brain4	JYH	3/9/2018	3/9/2018	ATAC-seq	ATAC-seq_tissues	nb1_179	Yes	Yes	JYH_388	Immediate	EXP-544
Other	Heart3	JYH	3/9/2018	3/9/2018	ATAC-seq	ATAC-seq_tissues	nb1_179	Yes	Yes	JYH_389	Immediate	EXP-545
Other	Heart4	JYH	3/9/2018	3/9/2018	ATAC-seq	ATAC-seq_tissues	nb1_179	Yes	Yes	JYH_390	Immediate	EXP-546
Other	Lung3	JYH	3/9/2018	3/9/2018	ATAC-seq	ATAC-seq_tissues	nb1_179	Yes	Yes	JYH_391	Immediate	EXP-547
Other	Lung4	JYH	3/9/2018	3/9/2018	ATAC-seq	ATAC-seq_tissues	nb1_179	Yes	Yes	JYH_392	Immediate	EXP-548
Other	Brain3	JYH	3/29/2018	3/29/2018	ATAC-seq	ATAC-seq_tissues	nb1_185	Yes	Yes	JYH_381	3week_ground	EXP-549
Other	Brain4	JYH	3/29/2018	3/29/2018	ATAC-seq	ATAC-seq_tissues	nb1_185	Yes	Yes	JYH_382	3week_ground	EXP-550
Other	Heart3	JYH	3/29/2018	3/29/2018	ATAC-seq	ATAC-seq_tissues	nb1_185	Yes	Yes	JYH_383	3week_ground	EXP-551
Other	Heart4	JYH	3/29/2018	3/29/2018	ATAC-seq	ATAC-seq_tissues	nb1_185	Yes	Yes	JYH_384	3week_ground	EXP-552
Other	Lung3	JYH	3/29/2018	3/29/2018	ATAC-seq	ATAC-seq_tissues	nb1_185	Yes	Yes	JYH_385	3week_ground	EXP-553
Other	Lung4	JYH	3/29/2018	3/29/2018	ATAC-seq	ATAC-seq_tissues	nb1_185	Yes	Yes	JYH_386	3week_ground	EXP-554
SAMP-490	WT 1	JYH	3/29/2018	3/29/2018	ATAC-seq	ATAC-seq_tissues	nb1_185	Yes	Yes	JYH_316	Neil Chi Heart	EXP-555
SAMP-491	WT 2	JYH	3/29/2018	3/29/2018	ATAC-seq	ATAC-seq_tissues	nb1_185	Yes	Yes	JYH_317	Neil Chi Heart	EXP-556
SAMP-492	Hr mutant 3	JYH	3/29/2018	3/29/2018	ATAC-seq	ATAC-seq_tissues	nb1_185	Yes	Yes	JYH_318	Neil Chi Heart	EXP-557
SAMP-493	Hr mutant 4	JYH	3/29/2018	3/29/2018	ATAC-seq	ATAC-seq_tissues	nb1_185	Yes	Yes	JYH_319	Neil Chi Heart	EXP-558
Other	Our_K562	JYH	3/14/2018	3/14/2018	ATAC-seq	ATAC-seq_cells	nb1_182	Yes	Yes	JYH_320	NPB vs Omni_use biomek	EXP-559
Other	Our_GM19240	JYH	3/14/2018	3/14/2018	ATAC-seq	ATAC-seq_cells	nb1_182	Yes	Yes	JYH_321	NPB vs Omni_use biomek	EXP-560
Other	Omni_K562	JYH	3/14/2018	3/14/2018	ATAC-seq	ATAC-seq_cells	nb1_182	Yes	Yes	JYH_322	NPB vs Omni_use biomek	EXP-561
Other	Omni_GM19240	JYH	3/14/2018	3/14/2018	ATAC-seq	ATAC-seq_cells	nb1_182	Yes	Yes	JYH_323	NPB vs Omni_use biomek	EXP-562
SAMP-126	GM_SNAP10	JYH	4/2/2018	4/2/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_324	Biomek_13th	EXP-563
SAMP-126	GM_SNAP10	JYH	4/2/2018	4/2/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_325	Biomek_13th	EXP-563
SAMP-126	GM_SNAP10	JYH	4/2/2018	4/2/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_326	Biomek_13th	EXP-563
SAMP-126	GM_SNAP10	JYH	4/2/2018	4/2/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_327	Biomek_13th	EXP-563
SAMP-126	GM_SNAP10	JYH	4/2/2018	4/2/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_328	Biomek_13th	EXP-563
SAMP-126	GM_SNAP10	JYH	4/2/2018	4/2/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_329	Biomek_13th	EXP-563
SAMP-126	GM_SNAP10	JYH	4/2/2018	4/2/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_330	Biomek_13th	EXP-563
SAMP-126	GM_SNAP10	JYH	4/2/2018	4/2/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_331	Biomek_13th	EXP-563
SAMP-126	GM_SNAP10	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_332	Biomek_14th	EXP-571
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_333	Biomek_14th	EXP-572
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_334	Biomek_14th	EXP-573
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_335	Biomek_14th	EXP-574
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_336	Biomek_14th	EXP-575
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_337	Biomek_14th	EXP-576
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_338	Biomek_14th	EXP-577
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_339	Biomek_14th	EXP-578
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_340	Biomek_14th	EXP-579
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_341	Biomek_14th	EXP-580
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_342	Biomek_14th	EXP-581
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_343	Biomek_14th	EXP-582
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_344	Biomek_14th	EXP-583
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_345	Biomek_14th	EXP-584
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_346	Biomek_14th	EXP-585
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_347	Biomek_14th	EXP-586
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_348	Biomek_14th	EXP-587
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_349	Biomek_14th	EXP-588
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_350	Biomek_14th	EXP-589
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_351	Biomek_14th	EXP-590
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_352	Biomek_14th	EXP-591
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_353	Biomek_14th	EXP-592
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_354	Biomek_14th	EXP-593
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_355	Biomek_14th	EXP-594
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_356	Biomek_14th	EXP-595
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_357	Biomek_14th	EXP-596
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_358	Biomek_14th	EXP-597
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_359	Biomek_14th	EXP-598
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_360	Biomek_14th	EXP-599
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_361	Biomek_14th	EXP-600
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_362	Biomek_14th	EXP-601
SAMP-126	GM_SNAP11	JYH	4/5/2018	4/5/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_363	Biomek_14th	EXP-602
SAMP-563	NCIH524 C2	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_364	Pfizer	EXP-603
SAMP-564	NCIH524 T2	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_365	Pfizer	EXP-604
SAMP-565	NCIH524 O2	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_366	Pfizer	EXP-605
SAMP-566	NCIH524 N2	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_367	Pfizer	EXP-606
SAMP-567	NCIH524 R2	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_368	Pfizer	EXP-607
SAMP-568	NCIH524 V2	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_369	Pfizer	EXP-608
SAMP-569	NCIH524 T5	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_370	Pfizer	EXP-609
SAMP-570	NCIH524 O5	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_371	Pfizer	EXP-610
SAMP-571	NCIH524 N5	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_372	Pfizer	EXP-611
SAMP-572	NCIH524 R5	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_373	Pfizer	EXP-612
SAMP-573	NCIH524 V5	JYH	4/3/2018	4/3/2018	ATAC-seq	ATAC-seq_cells		Yes	Yes	JYH_374	Pfizer	EXP-613
SAMP-562	CEMBA180326_3E	XH	3/26/2018	3/27/2018	scATAC-seq	scATAC-seq for tissue	NB1_p56,57	Yes	Yes	XW_81	test new snATAC protocol	EXP-614
SAMP-598	CEMBA180409_2C	XW	04/09/2018	04/10/2018	scATAC-seq	scATAC-seq for tissue	nb1_p85,87	Yes	Yes	XH_20		EXP-615
SAMP-599	CEMBA180410_2C	XH	04/10/2018	04/11/2018	scATAC-seq	scATAC-seq for tissue	NB1_p60	Yes	Yes	XH_21		EXP-616
SAMP-600	CEMBA180412_3D	XW	04/12/2018	04/13/2018	scATAC-seq	scATAC-seq for tissue		Yes	Yes	XH_22		EXP-617
SAMP-601	CEMBA180416_3D	XH	04/16/2018	04/17/2018	scATAC-seq	scATAC-seq for tissue	NB1_p61	Yes	Yes	XH_23		EXP-618
SAMP-602	CEMBA180417_4C	XW	04/17/2018	04/18/2018	scATAC-seq	scATAC-seq for tissue		Yes	Yes	XH_24		EXP-619
SAMP-603	CEMBA180419_4C	XH	04/19/2018	04/20/2018	scATAC-seq	scATAC-seq for tissue	NB1_p64	Yes	Yes	XH_25		EXP-620
Other	Gli2-118-2_10.5 head	RM	4/16/18	4/16/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_35	Kevin Peterson ATAC on Samples	EXP-621
Other	Gli2-118-2_10.5 trunk	RM	4/16/18	4/16/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_36	Kevin Peterson ATAC on Samples	EXP-622
Other	Gli2-L4_14.5_lung	RM	4/16/18	4/16/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_37	Kevin Peterson ATAC on Samples	EXP-623
Other	Gli2-L4_14.5_palate	RM	4/16/18	4/16/18	ATAC-seq	ATAC-Seq_Tissues	nb1_p93-98	Yes	Yes	RM_38	Kevin Peterson ATAC on Samples	EXP-624
